Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	Control_RNA_seq	Hypoxia_RNA_seq	C1_5	C2_6	C4_7	H1_5	H3_8	H5_7
Chr20:28940018-28940018	20	28940018	28940018		null					Not found	0	0.24338723719120026	0.12943534553050995	0.03927562013268471	0.40278923511505127	0.2880968749523163	0.0	0.0	0.38830602169036865
Chr20:28940019-28940019	20	28940019	28940019		null					Not found	0	0.24338723719120026	0.12943534553050995	0.03927562013268471	0.40278923511505127	0.2880968749523163	0.0	0.0	0.38830602169036865
Chr20:28940020-28940020	20	28940020	28940020		null					Not found	0	0.24338723719120026	0.12943534553050995	0.03927562013268471	0.40278923511505127	0.2880968749523163	0.0	0.0	0.38830602169036865
Chr20:28940021-28940021	20	28940021	28940021		null					Not found	0	0.24338723719120026	0.12943534553050995	0.03927562013268471	0.40278923511505127	0.2880968749523163	0.0	0.0	0.38830602169036865
Chr20:28940022-28940022	20	28940022	28940022		null					Not found	0	0.24338723719120026	0.12943534553050995	0.03927562013268471	0.40278923511505127	0.2880968749523163	0.0	0.0	0.38830602169036865
Chr20:28940023-28940023	20	28940023	28940023		null					Not found	0	0.24338723719120026	0.12943534553050995	0.03927562013268471	0.40278923511505127	0.2880968749523163	0.0	0.0	0.38830602169036865
Chr20:28940024-28940024	20	28940024	28940024		null					Not found	0	0.24338723719120026	0.12943534553050995	0.03927562013268471	0.40278923511505127	0.2880968749523163	0.0	0.0	0.38830602169036865
Chr20:28940025-28940025	20	28940025	28940025		null					Not found	0	0.24338723719120026	0.12943534553050995	0.03927562013268471	0.40278923511505127	0.2880968749523163	0.0	0.0	0.38830602169036865
Chr20:28940026-28940026	20	28940026	28940026		null					Not found	0	0.24338723719120026	0.12943534553050995	0.03927562013268471	0.40278923511505127	0.2880968749523163	0.0	0.0	0.38830602169036865
Chr20:28940027-28940027	20	28940027	28940027		null					Not found	0	0.24338723719120026	0.12943534553050995	0.03927562013268471	0.40278923511505127	0.2880968749523163	0.0	0.0	0.38830602169036865
Chr20:28940028-28940028	20	28940028	28940028		null					Not found	0	0.2284691333770752	0.12943534553050995	0.03927562013268471	0.3580348789691925	0.2880968749523163	0.0	0.0	0.38830602169036865
Chr20:28940029-28940029	20	28940029	28940029		null					Not found	0	0.2147502303123474	0.12943534553050995	0.03927562013268471	0.3580348789691925	0.24694019556045532	0.0	0.0	0.38830602169036865
Chr20:28940030-28940030	20	28940030	28940030		null					Not found	0	0.19983212649822235	0.12943534553050995	0.03927562013268471	0.31328052282333374	0.24694019556045532	0.0	0.0	0.38830602169036865
Chr20:28940031-28940031	20	28940031	28940031		null					Not found	0	0.19983212649822235	0.12943534553050995	0.03927562013268471	0.31328052282333374	0.24694019556045532	0.0	0.0	0.38830602169036865
Chr20:28940032-28940032	20	28940032	28940032		null					Not found	0	0.19983212649822235	0.12943534553050995	0.03927562013268471	0.31328052282333374	0.24694019556045532	0.0	0.0	0.38830602169036865
Chr20:28940033-28940033	20	28940033	28940033		null					Not found	0	0.19983212649822235	0.12943534553050995	0.03927562013268471	0.31328052282333374	0.24694019556045532	0.0	0.0	0.38830602169036865
Chr20:28940034-28940034	20	28940034	28940034		null					Not found	0	0.1288391798734665	0.11505363136529922	0.03927562013268471	0.22377179563045502	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940035-28940035	20	28940035	28940035		null					Not found	0	0.10020215064287186	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.08231339603662491	0.0	0.0	0.34516090154647827
Chr20:28940036-28940036	20	28940036	28940036		null					Not found	0	0.0852840319275856	0.11505363136529922	0.03927562013268471	0.1342630833387375	0.08231339603662491	0.0	0.0	0.34516090154647827
Chr20:28940037-28940037	20	28940037	28940037		null					Not found	0	0.0852840319275856	0.11505363136529922	0.03927562013268471	0.1342630833387375	0.08231339603662491	0.0	0.0	0.34516090154647827
Chr20:28940038-28940038	20	28940038	28940038		null					Not found	0	0.0852840319275856	0.11505363136529922	0.03927562013268471	0.1342630833387375	0.08231339603662491	0.0	0.0	0.34516090154647827
Chr20:28940039-28940039	20	28940039	28940039		null					Not found	0	0.0852840319275856	0.11505363136529922	0.03927562013268471	0.1342630833387375	0.08231339603662491	0.0	0.0	0.34516090154647827
Chr20:28940040-28940040	20	28940040	28940040		null					Not found	0	0.0852840319275856	0.11505363136529922	0.03927562013268471	0.1342630833387375	0.08231339603662491	0.0	0.0	0.34516090154647827
Chr20:28940041-28940041	20	28940041	28940041		null					Not found	0	0.0852840319275856	0.11505363136529922	0.03927562013268471	0.1342630833387375	0.08231339603662491	0.0	0.0	0.34516090154647827
Chr20:28940042-28940042	20	28940042	28940042		null					Not found	0	0.0852840319275856	0.11505363136529922	0.03927562013268471	0.1342630833387375	0.08231339603662491	0.0	0.0	0.34516090154647827
Chr20:28940043-28940043	20	28940043	28940043		null					Not found	0	0.0852840319275856	0.11505363136529922	0.03927562013268471	0.1342630833387375	0.08231339603662491	0.0	0.0	0.34516090154647827
Chr20:28940044-28940044	20	28940044	28940044		null					Not found	0	0.0852840319275856	0.11505363136529922	0.03927562013268471	0.1342630833387375	0.08231339603662491	0.0	0.0	0.34516090154647827
Chr20:28940045-28940045	20	28940045	28940045		null					Not found	0	0.09900293499231339	0.11505363136529922	0.03927562013268471	0.1342630833387375	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940046-28940046	20	28940046	28940046		null					Not found	0	0.09900293499231339	0.11505363136529922	0.03927562013268471	0.1342630833387375	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940047-28940047	20	28940047	28940047		null					Not found	0	0.09900293499231339	0.11505363136529922	0.03927562013268471	0.1342630833387375	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940048-28940048	20	28940048	28940048		null					Not found	0	0.09900293499231339	0.11505363136529922	0.03927562013268471	0.1342630833387375	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940049-28940049	20	28940049	28940049		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940050-28940050	20	28940050	28940050		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940051-28940051	20	28940051	28940051		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940052-28940052	20	28940052	28940052		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940053-28940053	20	28940053	28940053		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940054-28940054	20	28940054	28940054		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940055-28940055	20	28940055	28940055		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940056-28940056	20	28940056	28940056		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940057-28940057	20	28940057	28940057		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940058-28940058	20	28940058	28940058		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940059-28940059	20	28940059	28940059		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940060-28940060	20	28940060	28940060		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940061-28940061	20	28940061	28940061		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940062-28940062	20	28940062	28940062		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940063-28940063	20	28940063	28940063		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940064-28940064	20	28940064	28940064		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940065-28940065	20	28940065	28940065		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940066-28940066	20	28940066	28940066		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940067-28940067	20	28940067	28940067		null					Not found	0	0.11392104625701904	0.11505363136529922	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.34516090154647827
Chr20:28940068-28940068	20	28940068	28940068		null					Not found	0	0.11392104625701904	0.1006719246506691	0.03927562013268471	0.17901743948459625	0.12347009778022766	0.0	0.0	0.3020157814025879
Chr20:28940069-28940069	20	28940069	28940069		null					Not found	0	0.08408480882644653	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.12347009778022766	0.0	0.0	0.2588706612586975
Chr20:28940070-28940070	20	28940070	28940070		null					Not found	0	0.07036591321229935	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.08231339603662491	0.0	0.0	0.2588706612586975
Chr20:28940071-28940071	20	28940071	28940071		null					Not found	0	0.07036591321229935	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.08231339603662491	0.0	0.0	0.2588706612586975
Chr20:28940072-28940072	20	28940072	28940072		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940073-28940073	20	28940073	28940073		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940074-28940074	20	28940074	28940074		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940075-28940075	20	28940075	28940075		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940076-28940076	20	28940076	28940076		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940077-28940077	20	28940077	28940077		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940078-28940078	20	28940078	28940078		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940079-28940079	20	28940079	28940079		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940080-28940080	20	28940080	28940080		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940081-28940081	20	28940081	28940081		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940082-28940082	20	28940082	28940082		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940083-28940083	20	28940083	28940083		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940084-28940084	20	28940084	28940084		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940085-28940085	20	28940085	28940085		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940086-28940086	20	28940086	28940086		null					Not found	0	0.05664701387286186	0.08629021793603897	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.2588706612586975
Chr20:28940087-28940087	20	28940087	28940087		null					Not found	0	0.05664701387286186	0.07190852612257004	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.21572557091712952
Chr20:28940088-28940088	20	28940088	28940088		null					Not found	0	0.05664701387286186	0.07190852612257004	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.21572557091712952
Chr20:28940089-28940089	20	28940089	28940089		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940090-28940090	20	28940090	28940090		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940091-28940091	20	28940091	28940091		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940092-28940092	20	28940092	28940092		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940093-28940093	20	28940093	28940093		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940094-28940094	20	28940094	28940094		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940095-28940095	20	28940095	28940095		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940096-28940096	20	28940096	28940096		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940097-28940097	20	28940097	28940097		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940098-28940098	20	28940098	28940098		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940099-28940099	20	28940099	28940099		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940100-28940100	20	28940100	28940100		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940101-28940101	20	28940101	28940101		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940102-28940102	20	28940102	28940102		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940103-28940103	20	28940103	28940103		null					Not found	0	0.05664701387286186	0.043145108968019485	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.12943533062934875
Chr20:28940104-28940104	20	28940104	28940104		null					Not found	0	0.05664701387286186	0.028763407841324806	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.08629022538661957
Chr20:28940105-28940105	20	28940105	28940105		null					Not found	0	0.05664701387286186	0.028763407841324806	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.08629022538661957
Chr20:28940106-28940106	20	28940106	28940106		null					Not found	0	0.05664701387286186	0.028763407841324806	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.08629022538661957
Chr20:28940107-28940107	20	28940107	28940107		null					Not found	0	0.07156512886285782	0.028763407841324806	0.03927562013268471	0.1342630833387375	0.041156698018312454	0.0	0.0	0.08629022538661957
Chr20:28940108-28940108	20	28940108	28940108		null					Not found	0	0.07156512886285782	0.028763407841324806	0.03927562013268471	0.1342630833387375	0.041156698018312454	0.0	0.0	0.08629022538661957
Chr20:28940109-28940109	20	28940109	28940109		null					Not found	0	0.07156512886285782	0.028763407841324806	0.03927562013268471	0.1342630833387375	0.041156698018312454	0.0	0.0	0.08629022538661957
Chr20:28940110-28940110	20	28940110	28940110		null					Not found	0	0.05664701387286186	0.0	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.0
Chr20:28940111-28940111	20	28940111	28940111		null					Not found	0	0.04355514049530029	0.0	0.0	0.08950871974229813	0.041156698018312454	0.0	0.0	0.0
Chr20:28940112-28940112	20	28940112	28940112		null					Not found	0	0.04355514049530029	0.0	0.0	0.08950871974229813	0.041156698018312454	0.0	0.0	0.0
Chr20:28940113-28940113	20	28940113	28940113		null					Not found	0	0.04355514049530029	0.0	0.0	0.08950871974229813	0.041156698018312454	0.0	0.0	0.0
Chr20:28940114-28940114	20	28940114	28940114		null					Not found	0	0.04355514049530029	0.0	0.0	0.08950871974229813	0.041156698018312454	0.0	0.0	0.0
Chr20:28940115-28940115	20	28940115	28940115		null					Not found	0	0.04355514049530029	0.0	0.0	0.08950871974229813	0.041156698018312454	0.0	0.0	0.0
Chr20:28940116-28940116	20	28940116	28940116		null					Not found	0	0.04355514049530029	0.0	0.0	0.08950871974229813	0.041156698018312454	0.0	0.0	0.0
Chr20:28940117-28940117	20	28940117	28940117		null					Not found	0	0.05664701387286186	0.014381703920662403	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.043145112693309784
Chr20:28940118-28940118	20	28940118	28940118		null					Not found	0	0.05664701387286186	0.014381703920662403	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.043145112693309784
Chr20:28940119-28940119	20	28940119	28940119		null					Not found	0	0.05664701387286186	0.014381703920662403	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.043145112693309784
Chr20:28940120-28940120	20	28940120	28940120		null					Not found	0	0.05664701387286186	0.014381703920662403	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.0	0.043145112693309784
Chr20:28940121-28940121	20	28940121	28940121		null					Not found	0	0.05664701387286186	0.029850443825125694	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.04640622064471245	0.043145112693309784
Chr20:28940122-28940122	20	28940122	28940122		null					Not found	0	0.05664701387286186	0.029850443825125694	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.04640622064471245	0.043145112693309784
Chr20:28940123-28940123	20	28940123	28940123		null					Not found	0	0.05664701387286186	0.029850443825125694	0.03927562013268471	0.08950871974229813	0.041156698018312454	0.0	0.04640622064471245	0.043145112693309784
Chr20:28940124-28940124	20	28940124	28940124		null					Not found	0	0.06973888725042343	0.04423214867711067	0.07855124026536942	0.08950871974229813	0.041156698018312454	0.0	0.04640622064471245	0.08629022538661957
Chr20:28940125-28940125	20	28940125	28940125		null					Not found	0	0.06973888725042343	0.04423214867711067	0.07855124026536942	0.08950871974229813	0.041156698018312454	0.0	0.04640622064471245	0.08629022538661957
Chr20:28940126-28940126	20	28940126	28940126		null					Not found	0	0.08345779031515121	0.0586138516664505	0.07855124026536942	0.08950871974229813	0.08231339603662491	0.0	0.04640622064471245	0.12943533062934875
Chr20:28940127-28940127	20	28940127	28940127		null					Not found	0	0.08345779031515121	0.0586138516664505	0.07855124026536942	0.08950871974229813	0.08231339603662491	0.0	0.04640622064471245	0.12943533062934875
Chr20:28940128-28940128	20	28940128	28940128		null					Not found	0	0.08345779031515121	0.0586138516664505	0.07855124026536942	0.08950871974229813	0.08231339603662491	0.0	0.04640622064471245	0.12943533062934875
Chr20:28940129-28940129	20	28940129	28940129		null					Not found	0	0.08345779031515121	0.0586138516664505	0.07855124026536942	0.08950871974229813	0.08231339603662491	0.0	0.04640622064471245	0.12943533062934875
Chr20:28940130-28940130	20	28940130	28940130		null					Not found	0	0.08345779031515121	0.07266827672719955	0.07855124026536942	0.08950871974229813	0.08231339603662491	0.042163264006376266	0.04640622064471245	0.12943533062934875
Chr20:28940131-28940131	20	28940131	28940131		null					Not found	0	0.08345779031515121	0.07266827672719955	0.07855124026536942	0.08950871974229813	0.08231339603662491	0.042163264006376266	0.04640622064471245	0.12943533062934875
Chr20:28940132-28940132	20	28940132	28940132		null					Not found	0	0.08345779031515121	0.07266827672719955	0.07855124026536942	0.08950871974229813	0.08231339603662491	0.042163264006376266	0.04640622064471245	0.12943533062934875
Chr20:28940133-28940133	20	28940133	28940133		null					Not found	0	0.08345779031515121	0.08704998344182968	0.07855124026536942	0.08950871974229813	0.08231339603662491	0.042163264006376266	0.04640622064471245	0.17258045077323914
Chr20:28940134-28940134	20	28940134	28940134		null					Not found	0	0.08345779031515121	0.08704998344182968	0.07855124026536942	0.08950871974229813	0.08231339603662491	0.042163264006376266	0.04640622064471245	0.17258045077323914
Chr20:28940135-28940135	20	28940135	28940135		null					Not found	0	0.097176693379879	0.08704998344182968	0.07855124026536942	0.08950871974229813	0.12347009778022766	0.042163264006376266	0.04640622064471245	0.17258045077323914
Chr20:28940136-28940136	20	28940136	28940136		null					Not found	0	0.12398745864629745	0.10143169015645981	0.11782686412334442	0.08950871974229813	0.16462679207324982	0.042163264006376266	0.04640622064471245	0.21572557091712952
Chr20:28940137-28940137	20	28940137	28940137		null					Not found	0	0.1389055848121643	0.10143169015645981	0.11782686412334442	0.1342630833387375	0.16462679207324982	0.042163264006376266	0.04640622064471245	0.21572557091712952
Chr20:28940138-28940138	20	28940138	28940138		null					Not found	0	0.1389055848121643	0.10143169015645981	0.11782686412334442	0.1342630833387375	0.16462679207324982	0.042163264006376266	0.04640622064471245	0.21572557091712952
Chr20:28940139-28940139	20	28940139	28940139		null					Not found	0	0.1389055848121643	0.10143169015645981	0.11782686412334442	0.1342630833387375	0.16462679207324982	0.042163264006376266	0.04640622064471245	0.21572557091712952
Chr20:28940140-28940140	20	28940140	28940140		null					Not found	0	0.1389055848121643	0.11581338196992874	0.11782686412334442	0.1342630833387375	0.16462679207324982	0.042163264006376266	0.04640622064471245	0.2588706612586975
Chr20:28940141-28940141	20	28940141	28940141		null					Not found	0	0.15382368862628937	0.15830393135547638	0.11782686412334442	0.17901743948459625	0.16462679207324982	0.1264897882938385	0.04640622064471245	0.3020157814025879
Chr20:28940142-28940142	20	28940142	28940142		null					Not found	0	0.16691558063030243	0.15830393135547638	0.15710248053073883	0.17901743948459625	0.16462679207324982	0.1264897882938385	0.04640622064471245	0.3020157814025879
Chr20:28940143-28940143	20	28940143	28940143		null					Not found	0	0.16691558063030243	0.1726856380701065	0.15710248053073883	0.17901743948459625	0.16462679207324982	0.1264897882938385	0.04640622064471245	0.34516090154647827
Chr20:28940144-28940144	20	28940144	28940144		null					Not found	0	0.16691558063030243	0.1726856380701065	0.15710248053073883	0.17901743948459625	0.16462679207324982	0.1264897882938385	0.04640622064471245	0.34516090154647827
Chr20:28940145-28940145	20	28940145	28940145		null					Not found	0	0.16628853976726532	0.1726856380701065	0.19637809693813324	0.17901743948459625	0.12347009778022766	0.1264897882938385	0.04640622064471245	0.34516090154647827
Chr20:28940146-28940146	20	28940146	28940146		null					Not found	0	0.16628853976726532	0.1726856380701065	0.19637809693813324	0.17901743948459625	0.12347009778022766	0.1264897882938385	0.04640622064471245	0.34516090154647827
