Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	Control_RNA_seq	Hypoxia_RNA_seq	C1_5	C2_6	C4_7	H1_5	H3_8	H5_7
Chr3:55097032-55097032	3	55097032	55097032		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097033-55097033	3	55097033	55097033		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097034-55097034	3	55097034	55097034		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097035-55097035	3	55097035	55097035		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097036-55097036	3	55097036	55097036		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097037-55097037	3	55097037	55097037		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097038-55097038	3	55097038	55097038		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097039-55097039	3	55097039	55097039		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097040-55097040	3	55097040	55097040		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097041-55097041	3	55097041	55097041		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097042-55097042	3	55097042	55097042		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097043-55097043	3	55097043	55097043		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097044-55097044	3	55097044	55097044		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097045-55097045	3	55097045	55097045		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097046-55097046	3	55097046	55097046		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097047-55097047	3	55097047	55097047		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097048-55097048	3	55097048	55097048		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097049-55097049	3	55097049	55097049		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097050-55097050	3	55097050	55097050		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097051-55097051	3	55097051	55097051		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097052-55097052	3	55097052	55097052		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097053-55097053	3	55097053	55097053		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097054-55097054	3	55097054	55097054		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097055-55097055	3	55097055	55097055		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097056-55097056	3	55097056	55097056		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097057-55097057	3	55097057	55097057		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097058-55097058	3	55097058	55097058		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097059-55097059	3	55097059	55097059		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097060-55097060	3	55097060	55097060		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097061-55097061	3	55097061	55097061		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097062-55097062	3	55097062	55097062		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097063-55097063	3	55097063	55097063		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097064-55097064	3	55097064	55097064		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097065-55097065	3	55097065	55097065		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097066-55097066	3	55097066	55097066		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097067-55097067	3	55097067	55097067		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097068-55097068	3	55097068	55097068		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097069-55097069	3	55097069	55097069		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097070-55097070	3	55097070	55097070		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097071-55097071	3	55097071	55097071		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097072-55097072	3	55097072	55097072		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097073-55097073	3	55097073	55097073		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097074-55097074	3	55097074	55097074		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097075-55097075	3	55097075	55097075		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097076-55097076	3	55097076	55097076		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097077-55097077	3	55097077	55097077		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097078-55097078	3	55097078	55097078		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097079-55097079	3	55097079	55097079		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097080-55097080	3	55097080	55097080		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097081-55097081	3	55097081	55097081		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097082-55097082	3	55097082	55097082		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097083-55097083	3	55097083	55097083		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097084-55097084	3	55097084	55097084		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097085-55097085	3	55097085	55097085		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097086-55097086	3	55097086	55097086		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097087-55097087	3	55097087	55097087		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097088-55097088	3	55097088	55097088		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097089-55097089	3	55097089	55097089		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097090-55097090	3	55097090	55097090		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097091-55097091	3	55097091	55097091		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097092-55097092	3	55097092	55097092		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097093-55097093	3	55097093	55097093		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097094-55097094	3	55097094	55097094		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097095-55097095	3	55097095	55097095		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097096-55097096	3	55097096	55097096		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097097-55097097	3	55097097	55097097		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097098-55097098	3	55097098	55097098		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097099-55097099	3	55097099	55097099		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097100-55097100	3	55097100	55097100		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097101-55097101	3	55097101	55097101		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097102-55097102	3	55097102	55097102		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097103-55097103	3	55097103	55097103		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097104-55097104	3	55097104	55097104		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097105-55097105	3	55097105	55097105		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097106-55097106	3	55097106	55097106		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097107-55097107	3	55097107	55097107		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097108-55097108	3	55097108	55097108		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097109-55097109	3	55097109	55097109		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097110-55097110	3	55097110	55097110		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097111-55097111	3	55097111	55097111		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097112-55097112	3	55097112	55097112		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097113-55097113	3	55097113	55097113		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097114-55097114	3	55097114	55097114		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097115-55097115	3	55097115	55097115		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097116-55097116	3	55097116	55097116		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097117-55097117	3	55097117	55097117		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097118-55097118	3	55097118	55097118		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097119-55097119	3	55097119	55097119		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097120-55097120	3	55097120	55097120		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097121-55097121	3	55097121	55097121		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097122-55097122	3	55097122	55097122		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097123-55097123	3	55097123	55097123		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097124-55097124	3	55097124	55097124		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097125-55097125	3	55097125	55097125		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097126-55097126	3	55097126	55097126		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097127-55097127	3	55097127	55097127		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097128-55097128	3	55097128	55097128		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097129-55097129	3	55097129	55097129		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097130-55097130	3	55097130	55097130		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097131-55097131	3	55097131	55097131		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097132-55097132	3	55097132	55097132		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097133-55097133	3	55097133	55097133		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097134-55097134	3	55097134	55097134		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097135-55097135	3	55097135	55097135		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097136-55097136	3	55097136	55097136		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097137-55097137	3	55097137	55097137		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097138-55097138	3	55097138	55097138		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097139-55097139	3	55097139	55097139		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097140-55097140	3	55097140	55097140		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097141-55097141	3	55097141	55097141		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097142-55097142	3	55097142	55097142		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097143-55097143	3	55097143	55097143		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097144-55097144	3	55097144	55097144		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097145-55097145	3	55097145	55097145		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097146-55097146	3	55097146	55097146		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097147-55097147	3	55097147	55097147		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097148-55097148	3	55097148	55097148		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097149-55097149	3	55097149	55097149		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097150-55097150	3	55097150	55097150		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097151-55097151	3	55097151	55097151		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097152-55097152	3	55097152	55097152		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097153-55097153	3	55097153	55097153		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097154-55097154	3	55097154	55097154		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097155-55097155	3	55097155	55097155		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097156-55097156	3	55097156	55097156		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097157-55097157	3	55097157	55097157		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097158-55097158	3	55097158	55097158		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097159-55097159	3	55097159	55097159		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097160-55097160	3	55097160	55097160		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097161-55097161	3	55097161	55097161		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097162-55097162	3	55097162	55097162		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097163-55097163	3	55097163	55097163		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097164-55097164	3	55097164	55097164		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097165-55097165	3	55097165	55097165		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097166-55097166	3	55097166	55097166		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097167-55097167	3	55097167	55097167		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097168-55097168	3	55097168	55097168		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097169-55097169	3	55097169	55097169		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097170-55097170	3	55097170	55097170		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097171-55097171	3	55097171	55097171		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097172-55097172	3	55097172	55097172		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097173-55097173	3	55097173	55097173		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097174-55097174	3	55097174	55097174		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097175-55097175	3	55097175	55097175		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097176-55097176	3	55097176	55097176		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097177-55097177	3	55097177	55097177		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097178-55097178	3	55097178	55097178		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097179-55097179	3	55097179	55097179		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097180-55097180	3	55097180	55097180		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097181-55097181	3	55097181	55097181		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097182-55097182	3	55097182	55097182		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097183-55097183	3	55097183	55097183		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097184-55097184	3	55097184	55097184		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097185-55097185	3	55097185	55097185		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097186-55097186	3	55097186	55097186		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097187-55097187	3	55097187	55097187		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097188-55097188	3	55097188	55097188		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097189-55097189	3	55097189	55097189		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097190-55097190	3	55097190	55097190		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097191-55097191	3	55097191	55097191		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097192-55097192	3	55097192	55097192		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097193-55097193	3	55097193	55097193		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097194-55097194	3	55097194	55097194		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097195-55097195	3	55097195	55097195		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097196-55097196	3	55097196	55097196		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097197-55097197	3	55097197	55097197		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097198-55097198	3	55097198	55097198		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097199-55097199	3	55097199	55097199		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097200-55097200	3	55097200	55097200		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097201-55097201	3	55097201	55097201		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097202-55097202	3	55097202	55097202		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097203-55097203	3	55097203	55097203		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097204-55097204	3	55097204	55097204		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097205-55097205	3	55097205	55097205		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097206-55097206	3	55097206	55097206		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097207-55097207	3	55097207	55097207		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097208-55097208	3	55097208	55097208		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097209-55097209	3	55097209	55097209		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097210-55097210	3	55097210	55097210		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097211-55097211	3	55097211	55097211		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097212-55097212	3	55097212	55097212		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097213-55097213	3	55097213	55097213		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097214-55097214	3	55097214	55097214		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097215-55097215	3	55097215	55097215		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097216-55097216	3	55097216	55097216		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chr3:55097217-55097217	3	55097217	55097217		null					Not found	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
